Date;Rate;OMX_Close;Index_Value
2019-08-30 00:00:00;-0,25;1,576.98;134,47
2019-09-02 00:00:00;-0,25;1,570.19;134,32
2019-09-03 00:00:00;-0,25;1,568.66;134,46
2019-09-04 00:00:00;-0,25;1,581.28;134,69
2019-09-05 00:00:00;-0,25;1,597.34;133,99
2019-09-06 00:00:00;-0,25;1,601.95;134,54
2019-09-09 00:00:00;-0,25;1,610.70;134,49
2019-09-10 00:00:00;-0,25;1,624.98;133,63
2019-09-11 00:00:00;-0,25;1,637.62;133,81
2019-09-12 00:00:00;-0,25;1,651.45;133,07
2019-09-13 00:00:00;-0,25;1,665.35;134,00
2019-09-16 00:00:00;-0,25;1,655.01;134,25
2019-09-17 00:00:00;-0,25;1,649.33;134,19
2019-09-18 00:00:00;-0,25;1,655.11;135,26
2019-09-19 00:00:00;-0,25;1,664.64;135,92
2019-09-20 00:00:00;-0,25;1,666.89;136,16
2019-09-23 00:00:00;-0,25;1,637.66;134,96
2019-09-24 00:00:00;-0,25;1,633.09;135,15
2019-09-25 00:00:00;-0,25;1,620.67;134,44
2019-09-26 00:00:00;-0,25;1,631.61;134,57
2019-09-27 00:00:00;-0,25;1,646.60;136,42
2019-09-30 00:00:00;-0,25;1,647.67;137,31
2019-10-01 00:00:00;-0,25;1,635.64;137,49
2019-10-02 00:00:00;-0,25;1,593.32;135,34
2019-10-03 00:00:00;-0,25;1,588.41;134,88
2019-10-04 00:00:00;-0,25;1,593.98;135,57
2019-10-07 00:00:00;-0,25;1,617.99;135,59
2019-10-08 00:00:00;-0,25;1,605.69;135,18
2019-10-09 00:00:00;-0,25;1,620.00;135,54
2019-10-10 00:00:00;-0,25;1,630.03;135,62
2019-10-11 00:00:00;-0,25;1,653.28;136,00
2019-10-14 00:00:00;-0,25;1,652.58;136,55
2019-10-15 00:00:00;-0,25;1,670.21;136,87
2019-10-16 00:00:00;-0,25;1,677.19;137,16
2019-10-17 00:00:00;-0,25;1,682.87;138,42
2019-10-18 00:00:00;-0,25;1,697.91;137,91
2019-10-21 00:00:00;-0,25;1,724.36;138,13
2019-10-22 00:00:00;-0,25;1,728.22;138,09
2019-10-23 00:00:00;-0,25;1,725.87;137,66
2019-10-24 00:00:00;-0,25;1,736.98;137,84
2019-10-25 00:00:00;-0,25;1,747.30;138,81
2019-10-28 00:00:00;-0,25;1,760.31;139,58
2019-10-29 00:00:00;-0,25;1,742.32;139,54
2019-10-30 00:00:00;-0,25;1,746.81;138,75
2019-10-31 00:00:00;-0,25;1,733.68;137,20
2019-11-01 00:00:00;-0,25;1,737.51;137,61
2019-11-04 00:00:00;-0,25;1,771.03;139,20
2019-11-05 00:00:00;-0,25;1,769.53;138,47
2019-11-06 00:00:00;-0,25;1,762.79;137,77
2019-11-07 00:00:00;-0,25;1,763.81;138,72
2019-11-08 00:00:00;-0,25;1,772.56;139,58
2019-11-11 00:00:00;-0,25;1,763.50;139,78
2019-11-12 00:00:00;-0,25;1,774.72;139,53
2019-11-13 00:00:00;-0,25;1,766.60;140,12
2019-11-14 00:00:00;-0,25;1,757.42;139,58
2019-11-15 00:00:00;-0,25;1,756.86;141,09
2019-11-18 00:00:00;-0,25;1,745.17;140,25
2019-11-19 00:00:00;-0,25;1,743.25;140,19
2019-11-20 00:00:00;-0,25;1,729.06;139,76
2019-11-21 00:00:00;-0,25;1,720.11;139,43
2019-11-22 00:00:00;-0,25;1,724.19;139,17
2019-11-25 00:00:00;-0,25;1,742.04;139,36
2019-11-26 00:00:00;-0,25;1,740.99;139,97
2019-11-27 00:00:00;-0,25;1,737.80;140,71
2019-11-28 00:00:00;-0,25;1,735.30;140,74
2019-11-29 00:00:00;-0,25;1,730.25;141,46
2019-12-02 00:00:00;-0,25;1,706.82;140,68
2019-12-03 00:00:00;-0,25;1,697.68;140,33
2019-12-04 00:00:00;-0,25;1,725.60;141,69
2019-12-05 00:00:00;-0,25;1,723.63;142,14
2019-12-06 00:00:00;-0,25;1,742.61;141,99
2019-12-09 00:00:00;-0,25;1,743.31;141,68
2019-12-10 00:00:00;-0,25;1,735.51;141,47
2019-12-11 00:00:00;-0,25;1,741.62;141,85
2019-12-12 00:00:00;-0,25;1,758.24;142,00
2019-12-13 00:00:00;-0,25;1,770.12;142,11
2019-12-16 00:00:00;-0,25;1,787.66;141,72
2019-12-17 00:00:00;-0,25;1,791.93;141,56
2019-12-18 00:00:00;-0,25;1,787.96;141,59
2019-12-19 00:00:00;-0,25;1,783.29;141,78
2019-12-20 00:00:00;-0,25;1,794.80;143,27
2019-12-23 00:00:00;-0,25;1,795.66;144,08
2019-12-24 00:00:00;-0,25;1,795.66;144,06
2019-12-25 00:00:00;-0,25;1,795.66;144,06
2019-12-26 00:00:00;-0,25;1,795.66;144,08
2019-12-27 00:00:00;-0,25;1,798.04;145,70
2019-12-30 00:00:00;-0,25;1,771.85;146,00
2019-12-31 00:00:00;-0,25;1,771.85;146,14
2020-01-01 00:00:00;-0,25;1,771.85;146,14
2020-01-02 00:00:00;-0,25;1,808.63;148,61
2020-01-03 00:00:00;-0,25;1,785.23;147,58
2020-01-06 00:00:00;-0,25;1,785.23;147,69
2020-01-07 00:00:00;-0,25;1,796.85;147,70
2020-01-08 00:00:00;0,00;1,795.41;147,12
2020-01-09 00:00:00;0,00;1,796.74;148,92
2020-01-10 00:00:00;0,00;1,784.97;149,90
2020-01-13 00:00:00;0,00;1,790.51;151,59
2020-01-14 00:00:00;0,00;1,792.90;151,81
2020-01-15 00:00:00;0,00;1,787.29;152,53
2020-01-16 00:00:00;0,00;1,812.30;154,25
2020-01-17 00:00:00;0,00;1,825.94;155,15
2020-01-20 00:00:00;0,00;1,821.29;155,82
2020-01-21 00:00:00;0,00;1,825.62;154,86
2020-01-22 00:00:00;0,00;1,811.76;157,29
2020-01-23 00:00:00;0,00;1,795.43;154,94
2020-01-24 00:00:00;0,00;1,812.85;156,68
2020-01-27 00:00:00;0,00;1,771.48;153,92
2020-01-28 00:00:00;0,00;1,786.35;155,62
2020-01-29 00:00:00;0,00;1,791.67;157,38
2020-01-30 00:00:00;0,00;1,787.96;156,90
2020-01-31 00:00:00;0,00;1,783.26;156,78
2020-02-03 00:00:00;0,00;1,782.91;156,30
2020-02-04 00:00:00;0,00;1,821.04;156,70
2020-02-05 00:00:00;0,00;1,847.35;156,74
2020-02-06 00:00:00;0,00;1,851.95;158,14
2020-02-07 00:00:00;0,00;1,849.86;156,85
2020-02-10 00:00:00;0,00;1,858.00;157,79
2020-02-11 00:00:00;0,00;1,884.13;159,10
2020-02-12 00:00:00;0,00;1,889.75;160,23
2020-02-13 00:00:00;0,00;1,883.02;160,56
2020-02-14 00:00:00;0,00;1,885.62;161,79
2020-02-17 00:00:00;0,00;1,888.35;163,81
2020-02-18 00:00:00;0,00;1,878.79;164,64
2020-02-19 00:00:00;0,00;1,900.28;170,28
2020-02-20 00:00:00;0,00;1,898.93;169,09
2020-02-21 00:00:00;0,00;1,879.10;168,40
2020-02-24 00:00:00;0,00;1,798.20;159,64
2020-02-25 00:00:00;0,00;1,769.14;158,59
2020-02-26 00:00:00;0,00;1,782.10;156,98
2020-02-27 00:00:00;0,00;1,721.59;149,22
2020-02-28 00:00:00;0,00;1,668.84;145,17
2020-03-02 00:00:00;0,00;1,679.13;148,20
2020-03-03 00:00:00;0,00;1,694.56;152,03
2020-03-04 00:00:00;0,00;1,704.20;153,09
2020-03-05 00:00:00;0,00;1,683.19;150,62
2020-03-06 00:00:00;0,00;1,629.00;146,00
2020-03-09 00:00:00;0,00;1,542.44;138,51
2020-03-10 00:00:00;0,00;1,533.79;138,23
2020-03-11 00:00:00;0,00;1,511.96;134,79
2020-03-12 00:00:00;0,00;1,352.13;118,11
2020-03-13 00:00:00;0,00;1,376.46;121,37
2020-03-16 00:00:00;0,00;1,329.16;114,02
2020-03-17 00:00:00;0,00;1,372.79;116,04
2020-03-18 00:00:00;0,00;1,337.24;114,89
2020-03-19 00:00:00;0,00;1,380.58;120,36
2020-03-20 00:00:00;0,00;1,355.54;121,70
2020-03-23 00:00:00;0,00;1,292.27;118,27
2020-03-24 00:00:00;0,00;1,383.88;122,25
2020-03-25 00:00:00;0,00;1,446.56;125,60
2020-03-26 00:00:00;0,00;1,470.89;127,22
2020-03-27 00:00:00;0,00;1,419.29;126,76
2020-03-30 00:00:00;0,00;1,449.20;129,49
2020-03-31 00:00:00;0,00;1,482.43;134,72
2020-04-01 00:00:00;0,00;1,425.99;133,97
2020-04-02 00:00:00;0,00;1,427.19;133,97
2020-04-03 00:00:00;0,00;1,404.59;135,53
2020-04-06 00:00:00;0,00;1,461.23;140,22
2020-04-07 00:00:00;0,00;1,510.85;141,16
2020-04-08 00:00:00;0,00;1,499.51;142,81
2020-04-09 00:00:00;0,00;1,498.76;145,23
2020-04-10 00:00:00;0,00;1,498.76;145,23
2020-04-13 00:00:00;0,00;1,498.76;145,25
2020-04-14 00:00:00;0,00;1,535.84;150,46
2020-04-15 00:00:00;0,00;1,480.60;146,60
2020-04-16 00:00:00;0,00;1,483.79;147,53
2020-04-17 00:00:00;0,00;1,534.55;151,33
2020-04-20 00:00:00;0,00;1,541.17;152,08
2020-04-21 00:00:00;0,00;1,493.45;150,60
2020-04-22 00:00:00;0,00;1,527.63;151,61
2020-04-23 00:00:00;0,00;1,541.89;152,09
2020-04-24 00:00:00;0,00;1,514.13;154,10
2020-04-27 00:00:00;0,00;1,539.51;155,99
2020-04-28 00:00:00;0,00;1,568.50;154,76
2020-04-29 00:00:00;0,00;1,600.86;155,23
2020-04-30 00:00:00;0,00;1,577.92;154,68
2020-05-01 00:00:00;0,00;1,577.92;154,86
2020-05-04 00:00:00;0,00;1,505.21;151,31
2020-05-05 00:00:00;0,00;1,538.18;153,72
2020-05-06 00:00:00;0,00;1,521.40;152,58
2020-05-07 00:00:00;0,00;1,537.74;155,74
2020-05-08 00:00:00;0,00;1,563.19;156,43
2020-05-11 00:00:00;0,00;1,556.49;157,42
2020-05-12 00:00:00;0,00;1,570.03;159,72
2020-05-13 00:00:00;0,00;1,522.64;158,01
2020-05-14 00:00:00;0,00;1,476.52;155,46
2020-05-15 00:00:00;0,00;1,493.62;156,51
2020-05-18 00:00:00;0,00;1,566.16;159,90
2020-05-19 00:00:00;0,00;1,560.28;161,77
2020-05-20 00:00:00;0,00;1,556.44;160,25
2020-05-21 00:00:00;0,00;1,556.44;160,29
2020-05-22 00:00:00;0,00;1,555.49;163,82
2020-05-25 00:00:00;0,00;1,588.60;166,45
2020-05-26 00:00:00;0,00;1,606.65;166,49
2020-05-27 00:00:00;0,00;1,623.39;162,12
2020-05-28 00:00:00;0,00;1,657.58;162,39
2020-05-29 00:00:00;0,00;1,629.76;164,65
2020-06-01 00:00:00;0,00;1,649.38;166,06
2020-06-02 00:00:00;0,00;1,666.98;167,40
2020-06-03 00:00:00;0,00;1,709.96;168,52
2020-06-04 00:00:00;0,00;1,700.48;168,69
2020-06-05 00:00:00;0,00;1,730.51;168,91
2020-06-08 00:00:00;0,00;1,717.66;168,24
2020-06-09 00:00:00;0,00;1,696.70;168,07
2020-06-10 00:00:00;0,00;1,692.32;170,33
2020-06-11 00:00:00;0,00;1,609.06;164,64
2020-06-12 00:00:00;0,00;1,609.07;166,62
2020-06-15 00:00:00;0,00;1,616.14;167,97
2020-06-16 00:00:00;0,00;1,671.84;170,65
2020-06-17 00:00:00;0,00;1,677.53;173,44
2020-06-18 00:00:00;0,00;1,667.93;172,76
2020-06-19 00:00:00;0,00;1,667.93;172,84
2020-06-22 00:00:00;0,00;1,657.71;172,14
2020-06-23 00:00:00;0,00;1,683.36;175,16
2020-06-24 00:00:00;0,00;1,642.91;173,66
2020-06-25 00:00:00;0,00;1,660.96;174,91
2020-06-26 00:00:00;0,00;1,657.66;177,02
2020-06-29 00:00:00;0,00;1,671.53;175,86
2020-06-30 00:00:00;0,00;1,664.38;177,77
2020-07-01 00:00:00;0,00;1,675.04;180,07
2020-07-02 00:00:00;0,00;1,703.82;183,40
2020-07-03 00:00:00;0,00;1,695.26;184,17
2020-07-06 00:00:00;0,00;1,730.88;188,29
2020-07-07 00:00:00;0,00;1,720.45;187,65
2020-07-08 00:00:00;0,00;1,712.53;188,88
2020-07-09 00:00:00;0,00;1,697.84;188,81
2020-07-10 00:00:00;0,00;1,711.62;189,13
2020-07-13 00:00:00;0,00;1,742.73;189,03
2020-07-14 00:00:00;0,00;1,738.60;185,63
2020-07-15 00:00:00;0,00;1,767.85;187,13
2020-07-16 00:00:00;0,00;1,754.55;188,39
2020-07-17 00:00:00;0,00;1,770.15;189,84
2020-07-20 00:00:00;0,00;1,784.54;193,80
2020-07-21 00:00:00;0,00;1,775.39;192,38
2020-07-22 00:00:00;0,00;1,779.85;193,10
2020-07-23 00:00:00;0,00;1,781.10;192,28
2020-07-24 00:00:00;0,00;1,750.24;188,53
2020-07-27 00:00:00;0,00;1,760.31;192,47
2020-07-28 00:00:00;0,00;1,754.25;189,74
2020-07-29 00:00:00;0,00;1,760.59;190,68
2020-07-30 00:00:00;0,00;1,720.28;187,03
2020-07-31 00:00:00;0,00;1,707.35;189,98
2020-08-03 00:00:00;0,00;1,746.32;194,95
2020-08-04 00:00:00;0,00;1,734.25;194,67
2020-08-05 00:00:00;0,00;1,745.49;196,31
2020-08-06 00:00:00;0,00;1,739.14;197,72
2020-08-07 00:00:00;0,00;1,740.46;200,34
2020-08-10 00:00:00;0,00;1,748.91;198,49
2020-08-11 00:00:00;0,00;1,786.28;198,18
2020-08-12 00:00:00;0,00;1,788.99;196,32
2020-08-13 00:00:00;0,00;1,786.80;201,87
2020-08-14 00:00:00;0,00;1,754.20;203,76
2020-08-17 00:00:00;0,00;1,773.53;206,58
2020-08-18 00:00:00;0,00;1,760.09;205,16
2020-08-19 00:00:00;0,00;1,775.24;205,50
2020-08-20 00:00:00;0,00;1,751.93;204,78
2020-08-21 00:00:00;0,00;1,753.13;205,09
2020-08-24 00:00:00;0,00;1,788.40;206,62
2020-08-25 00:00:00;0,00;1,786.27;206,78
2020-08-26 00:00:00;0,00;1,798.31;209,48
2020-08-27 00:00:00;0,00;1,793.97;208,03
2020-08-28 00:00:00;0,00;1,776.57;207,86
2020-08-31 00:00:00;0,00;1,766.33;209,51
2020-09-01 00:00:00;0,00;1,769.44;210,51
2020-09-02 00:00:00;0,00;1,782.86;213,61
2020-09-03 00:00:00;0,00;1,760.61;207,96
2020-09-04 00:00:00;0,00;1,761.99;205,16
2020-09-07 00:00:00;0,00;1,799.26;209,36
2020-09-08 00:00:00;0,00;1,782.60;207,97
2020-09-09 00:00:00;0,00;1,812.58;209,36
2020-09-10 00:00:00;0,00;1,802.85;208,60
2020-09-11 00:00:00;0,00;1,801.46;209,09
2020-09-14 00:00:00;0,00;1,802.69;212,24
2020-09-15 00:00:00;0,00;1,818.80;212,42
2020-09-16 00:00:00;0,00;1,838.26;213,62
2020-09-17 00:00:00;0,00;1,833.75;216,08
2020-09-18 00:00:00;0,00;1,835.36;219,02
2020-09-21 00:00:00;0,00;1,770.61;216,38
2020-09-22 00:00:00;0,00;1,781.92;217,04
2020-09-23 00:00:00;0,00;1,795.64;219,94
2020-09-24 00:00:00;0,00;1,777.51;218,42
2020-09-25 00:00:00;0,00;1,783.87;221,03
2020-09-28 00:00:00;0,00;1,834.64;221,65
2020-09-29 00:00:00;0,00;1,836.60;222,04
2020-09-30 00:00:00;0,00;1,829.40;222,67
2020-10-01 00:00:00;0,00;1,830.04;222,94
2020-10-02 00:00:00;0,00;1,813.69;222,75
2020-10-05 00:00:00;0,00;1,839.68;226,06
2020-10-06 00:00:00;0,00;1,839.15;224,96
2020-10-07 00:00:00;0,00;1,839.22;224,56
2020-10-08 00:00:00;0,00;1,841.40;224,34
2020-10-09 00:00:00;0,00;1,840.07;226,21
2020-10-12 00:00:00;0,00;1,855.39;227,37
2020-10-13 00:00:00;0,00;1,833.46;228,58
2020-10-14 00:00:00;0,00;1,840.85;229,54
2020-10-15 00:00:00;0,00;1,812.95;224,96
2020-10-16 00:00:00;0,00;1,835.30;226,66
2020-10-19 00:00:00;0,00;1,841.59;227,08
2020-10-20 00:00:00;0,00;1,841.59;226,07
2020-10-21 00:00:00;0,00;1,820.72;223,09
2020-10-22 00:00:00;0,00;1,816.29;222,92
2020-10-23 00:00:00;0,00;1,819.94;223,73
2020-10-26 00:00:00;0,00;1,775.01;217,32
2020-10-27 00:00:00;0,00;1,764.01;217,35
2020-10-28 00:00:00;0,00;1,722.66;207,40
2020-10-29 00:00:00;0,00;1,716.03;208,93
2020-10-30 00:00:00;0,00;1,717.62;213,59
2020-11-02 00:00:00;0,00;1,748.42;213,19
2020-11-03 00:00:00;0,00;1,772.27;214,74
2020-11-04 00:00:00;0,00;1,795.53;221,23
2020-11-05 00:00:00;0,00;1,822.21;226,67
2020-11-06 00:00:00;0,00;1,819.52;229,50
2020-11-09 00:00:00;0,00;1,888.74;220,69
2020-11-10 00:00:00;0,00;1,885.54;216,00
2020-11-11 00:00:00;0,00;1,902.89;214,97
2020-11-12 00:00:00;0,00;1,892.41;213,09
2020-11-13 00:00:00;0,00;1,897.30;218,11
2020-11-16 00:00:00;0,00;1,918.46;216,59
2020-11-17 00:00:00;0,00;1,922.20;217,52
2020-11-18 00:00:00;0,00;1,922.53;220,12
2020-11-19 00:00:00;0,00;1,915.40;219,67
2020-11-20 00:00:00;0,00;1,926.47;219,57
2020-11-23 00:00:00;0,00;1,921.77;215,32
2020-11-24 00:00:00;0,00;1,938.14;211,73
2020-11-25 00:00:00;0,00;1,931.43;213,48
2020-11-26 00:00:00;0,00;1,931.97;215,24
2020-11-27 00:00:00;0,00;1,937.09;219,44
2020-11-30 00:00:00;0,00;1,917.54;222,20
2020-12-01 00:00:00;0,00;1,924.00;222,13
2020-12-02 00:00:00;0,00;1,918.99;219,64
2020-12-03 00:00:00;0,00;1,912.18;220,57
2020-12-04 00:00:00;0,00;1,916.94;222,40
2020-12-07 00:00:00;0,00;1,907.61;221,94
2020-12-08 00:00:00;0,00;1,925.50;224,49
2020-12-09 00:00:00;0,00;1,926.42;224,51
2020-12-10 00:00:00;0,00;1,906.82;221,84
